,Item,Location,Transaction.Date,Quantity,Price.Per.Unit,Transaction.ID,Total.Spent,Payment.Method
1706,Cookie,Takeaway,07-07-2023,1,1,TXN_7681072,FALSE,Credit Card
1707,Salad,Takeaway,5/19/2023,5,5,TXN_3099191,FALSE,Gpay
1708,Cake,Takeaway,9/21/2023,2,3,TXN_8789986,TRUE,Cash
1709,Coffee,In-store,1/20/2023,5,2,TXN_8382825,FALSE,Cash
1710,Cake,Takeaway,02-08-2023,2,3,TXN_4486700,TRUE,Digital Wallet
1711,Cookie,Takeaway,9/23/2023,5,1,TXN_2668108,TRUE,Cash
1712,Coffee,Takeaway,02-03-2023,4,2,TXN_5085328,TRUE,Digital Wallet
1713,Cookie,Takeaway,4/20/2023,2,1,TXN_6023823,FALSE,Digital Wallet
1714,Sandwich,Takeaway,1/29/2023,3,4,TXN_6541659,FALSE,Cash
1715,Coffee,In-store,12-04-2023,3,2,TXN_3203928,TRUE,Cash
1716,Sandwich,Takeaway,10-11-2023,5,4,TXN_3443235,FALSE,Cash
1717,Salad,Takeaway,5/17/2023,1,5,TXN_6191769,TRUE,Credit Card
1718,Smoothie,In-store,3/17/2023,1,4,TXN_6110386,TRUE,Cash
1719,Juice,In-store,12/21/2023,3,3,TXN_7355635,TRUE,Cash
1720,hot chocolate,Takeaway,9/14/2023,3,3,TXN_2944518,TRUE,Cash
1721,Cake,In-store,06-10-2023,5,3,TXN_9169536,TRUE,Cash
1722,Cookie,Takeaway,03-04-2023,5,1,TXN_8257774,TRUE,Cash
1723,black forest,In-store,03-07-2023,1,5,TXN_3873718,TRUE,Cash
1724,Smoothie,Takeaway,11/30/2023,1,4,TXN_8767676,TRUE,Cash
1725,Cake,Takeaway,5/28/2023,4,3,TXN_1225638,FALSE,Cash
1726,fresh juice,In-store,6/13/2023,3,5,TXN_5050111,FALSE,Cash
1727,Sandwich,In-store,8/26/2023,2,4,TXN_5508620,TRUE,Cash
1728,Tea,Takeaway,11-12-2023,5,5,TXN_7864080,FALSE,Credit Card
1729,Cake,Takeaway,12/21/2023,2,3,TXN_6066883,TRUE,Credit Card
1730,Coffee,Takeaway,6/17/2023,3,2,TXN_6034785,TRUE,Digital Wallet
1731,Cake,Takeaway,8/16/2023,3,3,TXN_7818024,TRUE,Cash
1732,Sandwich,Takeaway,09-12-2023,5,4,TXN_2463115,FALSE,Credit Card
1733,Cake,Takeaway,11/21/2023,3,3,TXN_9948425,TRUE,Credit Card
1734,fresh juice,Takeaway,12/30/2023,2,5,TXN_2540440,TRUE,Digital Wallet
1735,Salad,Takeaway,5/31/2023,5,5,TXN_2006923,TRUE,Digital Wallet
1736,Coffee,Takeaway,1/19/2023,5,2,TXN_6762172,FALSE,Cash
1737,Smoothie,Takeaway,11-05-2023,2,4,TXN_6638051,TRUE,Cash
1738,Smoothie,Takeaway,9/17/2023,5,4,TXN_9834329,TRUE,Cash
1739,hot chocolate,Takeaway,11/21/2023,4,2,TXN_9172616,TRUE,Cash
1740,Smoothie,In-store,05-06-2023,4,4,TXN_8867300,FALSE,Cash
1741,Cake,Takeaway,05-04-2023,4,3,TXN_6987950,FALSE,Credit Card
1742,Coffee,Takeaway,1/30/2023,4,2,TXN_9967728,TRUE,Cash
1743,Sandwich,Takeaway,04-08-2023,1,4,TXN_5591967,TRUE,Credit Card
1744,Sandwich,Takeaway,11/21/2023,3,4,TXN_5861158,FALSE,Credit Card
1745,Coffee,Takeaway,8/23/2023,1,2,TXN_7501002,FALSE,Digital Wallet
1746,Smoothie,In-store,3/15/2023,5,4,TXN_2848654,FALSE,Digital Wallet
1747,hot chocolate,Takeaway,11-12-2023,5,3,TXN_2406254,FALSE,Cash
1748,Juice,In-store,11-04-2023,5,3,TXN_3034652,FALSE,Credit Card
1749,Sandwich,In-store,9/30/2023,5,4,TXN_2710779,TRUE,Digital Wallet
1750,Tea,Takeaway,11/22/2023,2,5,TXN_2333576,TRUE,Digital Wallet
1751,Juice,Takeaway,1/25/2023,1,3,TXN_6330369,TRUE,Credit Card
1752,Sandwich,Takeaway,3/19/2023,1,4,TXN_7852032,TRUE,Cash
1753,Sandwich,Takeaway,1/22/2023,2,4,TXN_7189368,TRUE,Credit Card
1754,fresh juice,Takeaway,1/22/2023,4,1,TXN_6306655,TRUE,Digital Wallet
1755,Coffee,Takeaway,06-10-2023,3,2,TXN_7169320,TRUE,Credit Card
1756,Coffee,In-store,3/24/2023,2,2,TXN_6607568,TRUE,Cash
1757,Cake,Takeaway,02-08-2023,1,5,TXN_8245906,TRUE,Digital Wallet
1758,Salad,In-store,4/17/2023,5,5,TXN_9837568,TRUE,Cash
1759,Cookie,In-Store,05-02-2023,5,1,TXN_9603263,TRUE,Cash
1760,Sandwich,In-store,01-08-2023,3,4,TXN_9425610,FALSE,Cash
1761,Juice,In-store,03-11-2023,4,3,TXN_8092496,FALSE,Cash
1762,fresh juice,Takeaway,02-09-2023,4,5,TXN_3611851,TRUE,Credit Card
1763,Cookie,In-store,2/27/2023,5,1,TXN_9749333,TRUE,Cash
1764,Coffee,Takeaway,1/23/2023,1,2,TXN_2771364,FALSE,Digital Wallet
1765,Juice,Takeaway,4/26/2023,3.027276415,3,TXN_5180326,FALSE,Cash
1766,Cookie,In-store,11-07-2023,4,1,TXN_7376092,TRUE,Cash
1767,Sandwich,Takeaway,2/27/2023,3.027276415,4,TXN_9279347,FALSE,Credit Card
1768,Smoothie,Takeaway,09-06-2023,5,4,TXN_8278982,FALSE,Credit Card
1769,Coffee,Takeaway,01-03-2023,3,2,TXN_7686476,TRUE,Digital Wallet
1770,black forest,Takeaway,05-04-2023,2,5,TXN_4283563,TRUE,Cash
1771,Cookie,Takeaway,7/29/2023,1,1,TXN_1926278,FALSE,Credit Card
1772,Tea,In-store,5/24/2023,1,5,TXN_3981000,TRUE,Digital Wallet
1773,Juice,Takeaway,4/14/2023,2,3,TXN_6167259,TRUE,Digital Wallet
1774,Cookie,In-store,06-05-2023,2,3,TXN_7068653,FALSE,Cash
1775,Coffee,In-store,7/17/2023,3,2,TXN_1572930,TRUE,Cash
1776,Tea,Takeaway,3/23/2023,2,5,TXN_2788797,TRUE,Cash
1777,Juice,Takeaway,5/25/2023,1,3,TXN_4255767,TRUE,Cash
1778,Juice,Takeaway,01-01-2023,5,3,TXN_7367474,FALSE,Digital Wallet
1779,Cake,In-Store,06-12-2023,2,3,TXN_7551097,TRUE,Digital Wallet
1780,Coffee,Takeaway,03-06-2023,5,2,TXN_1546695,FALSE,Cash
1781,Sandwich,Takeaway,06-04-2023,5,4,TXN_4030010,FALSE,Cash
1782,Coffee,In-store,02-01-2023,3,2,TXN_4567455,TRUE,Cash
1783,Cookie,Takeaway,1/20/2023,5,1,TXN_7958487,TRUE,Cash
1784,Sandwich,Takeaway,07-12-2023,1,4,TXN_2864420,TRUE,Cash
1785,Salad,Takeaway,3/31/2023,2,5,TXN_1498343,FALSE,Credit Card
1786,Cookie,Takeaway,5/31/2023,2,1,TXN_3107619,FALSE,Digital Wallet
1787,black forest,Takeaway,07-06-2023,4,5,TXN_1923349,TRUE,Cash
1788,Tea,Takeaway,09-10-2023,1,5,TXN_7380217,TRUE,Digital Wallet
1789,Salad,Takeaway,8/26/2023,4,5,TXN_3195132,FALSE,Credit Card
1790,Coffee,Takeaway,8/19/2023,2,3.394257204,TXN_9001088,TRUE,Credit Card
1791,fresh juice,In-store,8/27/2023,2,4,TXN_2101437,TRUE,Cash
1792,Cake,In-store,02-11-2023,2,3,TXN_7411993,TRUE,Digital Wallet
1793,black forest,Takeaway,5/22/2023,3,5,TXN_2879092,TRUE,Cash
1794,Tea,In-store,1/25/2023,5,5,TXN_8791641,FALSE,Cash
1795,Juice,In-store,01-10-2023,1,3,TXN_4679593,TRUE,Cash
1796,Cookie,Takeaway,11/15/2023,1,1,TXN_1907250,FALSE,Credit Card
1797,fresh juice,Takeaway,2/19/2023,2,4,TXN_8504764,TRUE,Digital Wallet
1798,Smoothie,Takeaway,3/17/2023,5,4,TXN_1630051,FALSE,Digital Wallet
1799,Cookie,Takeaway,06-08-2023,4,1,TXN_2566258,TRUE,Cash
1800,Salad,In-store,12-10-2023,5,5,TXN_5785600,TRUE,Cash
1801,Cookie,In-store,3/18/2023,5,1,TXN_4864206,TRUE,Cash
1802,Salad,Takeaway,11/15/2023,1,5,TXN_4360040,TRUE,Credit Card
1803,Salad,Takeaway,2/23/2023,4,5,TXN_9490163,FALSE,Credit Card
1804,black forest,Takeaway,03-05-2023,3,3,TXN_2640727,TRUE,Digital Wallet
1805,Cookie,Takeaway,10/17/2023,2,1,TXN_9927061,FALSE,Cash
1806,Coffee,Takeaway,02-10-2023,1,2,TXN_5113993,FALSE,Credit Card
1807,Sandwich,In-store,01-01-2023,5,4,TXN_2192787,FALSE,Cash
1808,Cake,In-store,7/17/2023,4,3,TXN_2127588,FALSE,Cash
1809,fresh juice,Takeaway,3/30/2023,4,2,TXN_5284338,TRUE,Cash
1810,Sandwich,Takeaway,6/19/2023,1,4,TXN_8108748,TRUE,Cash
1811,Cookie,Takeaway,9/20/2023,2,1,TXN_5538713,FALSE,Digital Wallet
1812,Tea,In-store,2/21/2023,1,5,TXN_5949811,TRUE,Digital Wallet
1813,Smoothie,In-store,10-04-2023,3,4,TXN_2565449,FALSE,Credit Card
1814,Cake,Takeaway,9/19/2023,5,3,TXN_7264039,FALSE,Cash
1815,Salad,In-store,12-08-2023,5,5,TXN_9224501,TRUE,Credit Card
1816,Smoothie,In-store,09-11-2023,3,4,TXN_5767393,FALSE,Digital Wallet
1817,Smoothie,In-store,05-02-2023,1,4,TXN_2628024,TRUE,Cash
1818,Smoothie,Takeaway,02-10-2023,4,4,TXN_4638629,FALSE,Credit Card
1819,Cake,In-store,4/20/2023,5,3,TXN_9287133,FALSE,Digital Wallet
1820,Cake,Takeaway,07-05-2023,5,3,TXN_6223786,FALSE,Cash
1821,Juice,Takeaway,7/31/2023,3,3,TXN_5460750,TRUE,Credit Card
1822,Cake,In-Store,12-03-2023,3.027276415,3,TXN_6792445,TRUE,Cash
1823,Sandwich,Takeaway,5/20/2023,1,4,TXN_2543138,TRUE,Credit Card
1824,Smoothie,Takeaway,04-04-2023,5,4,TXN_7134064,FALSE,Credit Card
1825,Smoothie,Takeaway,04-12-2023,5,4,TXN_8616163,TRUE,Cash
1826,Coffee,Takeaway,5/14/2023,3,2,TXN_9201988,TRUE,Cash
1827,Smoothie,In-store,5/21/2023,3,4,TXN_5486063,FALSE,Cash
1828,Tea,Takeaway,09-10-2023,2,5,TXN_2285849,TRUE,Credit Card
1829,Sandwich,In-store,9/30/2023,5,4,TXN_9577271,FALSE,Cash
1830,Cake,Takeaway,12/29/2023,1,3,TXN_6568536,TRUE,Cash
1831,Juice,In-store,7/20/2023,3,3,TXN_6802372,TRUE,Cash
1832,Tea,In-store,1/28/2023,5,5,TXN_2624121,FALSE,Digital Wallet
1833,Coffee,In-store,4/19/2023,3,3.394257204,TXN_8994477,TRUE,Cash
1834,Sandwich,Takeaway,05-02-2023,4,4,TXN_7868879,FALSE,Cash
1835,black forest,Takeaway,8/20/2023,4,5,TXN_8321225,TRUE,Credit Card
1836,Juice,In-store,2/14/2023,4,3,TXN_1439390,FALSE,Cash
1837,Salad,Takeaway,04-06-2023,4,5,TXN_9373436,FALSE,Digital Wallet
1838,Coffee,Takeaway,03-03-2023,3,2,TXN_6243519,TRUE,Cash
1839,Juice,Takeaway,6/30/2023,2,3,TXN_8668901,TRUE,Credit Card
1840,Tea,In-store,12-03-2023,4,5,TXN_4903004,TRUE,Digital Wallet
1841,Cake,In-store,09-10-2023,4,3,TXN_2195218,FALSE,Digital Wallet
1842,Salad,Takeaway,10-10-2023,3,5,TXN_9678108,FALSE,Gpay
1843,Salad,In-store,11-07-2023,4,5,TXN_3206876,FALSE,Cash
1844,hot chocolate,Takeaway,11-12-2023,5,5,TXN_3064922,FALSE,Cash
1845,Cake,Takeaway,06-09-2023,5,3,TXN_7362525,FALSE,Cash
1846,Salad,In-Store,03-12-2023,5,5,TXN_2161341,TRUE,Digital Wallet
1847,Cookie,Takeaway,12/25/2023,4,1,TXN_8753888,TRUE,Credit Card
1848,Tea,Takeaway,12/28/2023,1,5,TXN_3265596,TRUE,Cash
1849,Juice,In-Store,02-06-2023,5,3,TXN_2815691,FALSE,Digital Wallet
1850,Coffee,Takeaway,06-05-2023,5,2,TXN_8956534,FALSE,Cash
1851,Tea,Takeaway,4/14/2023,1,5,TXN_7957208,TRUE,Digital Wallet
1852,Juice,Takeaway,5/19/2023,1,3,TXN_6851213,TRUE,Digital Wallet
1853,Coffee,In-store,11/27/2023,5,2,TXN_7127903,FALSE,Cash
1854,Cookie,Takeaway,8/26/2023,3,1,TXN_7543722,TRUE,Digital Wallet
1855,black forest,Takeaway,06-09-2023,1,5,TXN_7952680,TRUE,Gpay
1856,Sandwich,Takeaway,08-07-2023,5,4,TXN_8556062,FALSE,Cash
1857,Smoothie,Takeaway,6/23/2023,4,4,TXN_8429412,FALSE,Cash
1858,Salad,Takeaway,11/25/2023,3.027276415,5,TXN_3817784,TRUE,Cash
1859,Sandwich,In-store,10/17/2023,5,4,TXN_1749105,FALSE,Cash
1860,Tea,Takeaway,6/23/2023,1,5,TXN_9731530,TRUE,Credit Card
1861,Salad,In-store,10/14/2023,3,5,TXN_1248266,FALSE,Credit Card
1862,Smoothie,Takeaway,5/24/2023,4,4,TXN_5400273,FALSE,Credit Card
1863,Salad,Takeaway,04-09-2023,4,5,TXN_2255634,FALSE,Cash
1864,Smoothie,Takeaway,4/30/2023,4,4,TXN_3312002,FALSE,Digital Wallet
1865,Salad,In-store,9/26/2023,4,5,TXN_5331122,FALSE,Credit Card
1866,Juice,Takeaway,2/19/2023,3,3,TXN_1227800,TRUE,Cash
1867,Juice,Takeaway,3/21/2023,1,3,TXN_1867836,TRUE,Credit Card
1868,Cookie,In-store,03-07-2023,5,1,TXN_3051509,TRUE,Cash
1869,Juice,In-store,9/26/2023,1,3.394257204,TXN_5108804,TRUE,Digital Wallet
1870,Sandwich,In-store,7/26/2023,5,4,TXN_2699583,FALSE,Digital Wallet
1871,Juice,Takeaway,3/14/2023,1,3,TXN_1622577,TRUE,Cash
1872,Coffee,In-store,10/26/2023,4,2,TXN_9508880,TRUE,Cash
1873,Smoothie,In-store,7/24/2023,2,4,TXN_2156218,TRUE,Digital Wallet
1874,Juice,Takeaway,03-09-2023,5,3,TXN_8271025,FALSE,Credit Card
1875,Cookie,In-store,2/20/2023,2,1,TXN_4894699,FALSE,Digital Wallet
1876,Cake,In-store,4/27/2023,5,3,TXN_5427338,TRUE,Digital Wallet
1877,Cake,In-store,10-10-2023,1,3,TXN_8631468,TRUE,Credit Card
1878,Tea,In-store,10-04-2023,5,5,TXN_6315590,FALSE,Cash
1879,Cake,In-Store,9/15/2023,5,3,TXN_7825457,FALSE,Cash
1880,Salad,In-store,06-04-2023,1,5,TXN_7468777,TRUE,Digital Wallet
1881,Tea,Takeaway,9/22/2023,3,5,TXN_2378096,TRUE,Cash
1882,Sandwich,Takeaway,4/22/2023,4,4,TXN_2627056,FALSE,Digital Wallet
1883,Smoothie,Takeaway,07-05-2023,4,4,TXN_5062280,FALSE,Credit Card
1884,Coffee,Takeaway,06-01-2023,1,2,TXN_3620110,FALSE,Digital Wallet
1885,Salad,Takeaway,02-09-2023,3,5,TXN_7290923,FALSE,Credit Card
1886,Cake,In-store,06-10-2023,1,3,TXN_7844687,TRUE,Cash
1887,Coffee,Takeaway,11-04-2023,1,2,TXN_1005331,FALSE,Digital Wallet
1888,Juice,In-store,2/20/2023,5,3,TXN_1579182,FALSE,Cash
1889,Coffee,In-store,08-05-2023,5,2,TXN_7311097,FALSE,Cash
1890,hot chocolate,Takeaway,04-12-2023,5,3,TXN_1185118,FALSE,Cash
1891,black forest,Takeaway,04-03-2023,4,5,TXN_4836614,TRUE,Digital Wallet
1892,Tea,Takeaway,07-12-2023,5,5,TXN_7477271,FALSE,Cash
1893,Juice,Takeaway,4/21/2023,4,3,TXN_6503052,FALSE,Cash
1894,Smoothie,Takeaway,02-10-2023,5,4,TXN_6471268,FALSE,Digital Wallet
1895,Smoothie,In-store,06-10-2023,2,4,TXN_3985301,TRUE,Cash
1896,Sandwich,In-store,01-02-2023,5,4,TXN_6843517,TRUE,Credit Card
1897,Smoothie,Takeaway,09-01-2023,4,3.394257204,TXN_9370304,FALSE,Cash
1898,Juice,In-store,6/29/2023,5,3,TXN_9298053,FALSE,Cash
1899,Cake,Takeaway,9/26/2023,3,3,TXN_1446862,TRUE,Cash
1900,Cookie,Takeaway,11/24/2023,3,1,TXN_4987246,TRUE,Digital Wallet
1901,Sandwich,Takeaway,06-07-2023,3,4,TXN_6271219,FALSE,Cash
1902,Tea,In-store,08-10-2023,1,5,TXN_2614545,TRUE,Credit Card
1903,black forest,In-store,03-08-2023,3,2,TXN_4917580,TRUE,Cash
1904,Tea,In-store,8/17/2023,2,5,TXN_6236864,TRUE,Digital Wallet
1905,Coffee,Takeaway,5/18/2023,1,2,TXN_7825648,FALSE,Cash
1906,Sandwich,Takeaway,8/28/2023,1,4,TXN_1853196,TRUE,Credit Card
1907,Smoothie,In-store,5/26/2023,3,4,TXN_7201361,FALSE,Cash
1908,Juice,Takeaway,09-03-2023,3,3,TXN_6902481,TRUE,Cash
1909,Juice,Takeaway,12-01-2023,5,3,TXN_4041845,FALSE,Cash
1910,Coffee,Takeaway,3/27/2023,1,2,TXN_8861272,FALSE,Digital Wallet
1911,Cake,Takeaway,12-09-2023,4,3,TXN_7527954,FALSE,Cash
1912,Sandwich,In-store,09-07-2023,2,4,TXN_2229365,TRUE,Cash
1913,Tea,In-store,01-01-2023,3,5,TXN_5563675,TRUE,Digital Wallet
1914,fresh juice,Takeaway,04-08-2023,3,3,TXN_7416770,TRUE,Cash
1915,Tea,Takeaway,04-12-2023,5,5,TXN_6594187,FALSE,Credit Card
1916,Salad,Takeaway,01-06-2023,2,3,TXN_8632098,FALSE,Cash
1917,Sandwich,In-Store,08-01-2023,3,3,TXN_3520908,FALSE,Digital Wallet
1918,Juice,Takeaway,4/18/2023,3,3,TXN_7907499,TRUE,Digital Wallet
1919,Cake,In-store,6/15/2023,4,3,TXN_8360073,FALSE,Digital Wallet
1920,fresh juice,Takeaway,02-02-2023,4,4,TXN_4840295,FALSE,Digital Wallet
1921,Coffee,Takeaway,6/29/2023,2,2,TXN_4140167,TRUE,Cash
1922,Sandwich,Takeaway,09-06-2023,2,4,TXN_2690515,TRUE,Cash
1923,Coffee,In-store,05-02-2023,3,2,TXN_2080682,TRUE,Credit Card
1924,Tea,Takeaway,3/22/2023,5,5,TXN_8399341,FALSE,Cash
1925,Salad,Takeaway,10/28/2023,1,5,TXN_5661891,TRUE,Digital Wallet
1926,Smoothie,In-store,11/14/2023,4,4,TXN_3164212,FALSE,Cash
1927,black forest,In-store,2/16/2023,5,5,TXN_1834831,TRUE,Digital Wallet
1928,hot chocolate,Takeaway,02-05-2023,2,5,TXN_3360401,TRUE,Cash
1929,Coffee,Takeaway,9/15/2023,5,2,TXN_6036520,FALSE,Cash
1930,Coffee,Takeaway,12-08-2023,2,2,TXN_1582958,TRUE,Cash
1931,Cookie,In-store,12/28/2023,2,1,TXN_9834415,FALSE,Credit Card
1932,Coffee,Takeaway,4/17/2023,2,2,TXN_7325430,TRUE,Cash
1933,Smoothie,Takeaway,5/14/2023,2,4,TXN_6440365,TRUE,Cash
1934,Cake,In-store,6/15/2023,5,3,TXN_4002629,FALSE,Credit Card
1935,Coffee,In-store,4/24/2023,5,2,TXN_4244830,FALSE,Cash
1936,Tea,Takeaway,06-12-2023,5,5,TXN_2217038,FALSE,Gpay
1937,Cake,Takeaway,6/14/2023,2,3.394257204,TXN_6259827,TRUE,Credit Card
1938,Smoothie,In-Store,05-02-2023,1,4,TXN_6551087,TRUE,Credit Card
1939,Cookie,Takeaway,2/17/2023,3,1,TXN_1643039,TRUE,Cash
1940,Tea,Takeaway,9/16/2023,5,5,TXN_3683787,FALSE,Credit Card
1941,Sandwich,In-store,11/22/2023,5,4,TXN_5765576,FALSE,Cash
1942,Cookie,Takeaway,05-07-2023,1,1,TXN_4155134,FALSE,Cash
1943,Coffee,Takeaway,8/15/2023,2,2,TXN_1795044,TRUE,Digital Wallet
1944,black forest,Takeaway,4/16/2023,3,3,TXN_3328393,TRUE,Cash
1945,Salad,Takeaway,04-08-2023,4,5,TXN_2399870,FALSE,Cash
1946,Tea,Takeaway,3/26/2023,4,5,TXN_8898121,TRUE,Digital Wallet
1947,Smoothie,Takeaway,04-04-2023,3,4,TXN_4735392,FALSE,Credit Card
1948,Salad,Takeaway,11/24/2023,5,5,TXN_3244935,TRUE,Cash
1949,Juice,Takeaway,10/23/2023,5,3,TXN_8410712,FALSE,Digital Wallet
1950,Juice,In-store,12-05-2023,1,3,TXN_8997048,TRUE,Cash
1951,Sandwich,In-store,7/20/2023,4,4,TXN_6009395,FALSE,Cash
1952,Sandwich,Takeaway,03-10-2023,1,4,TXN_3733753,TRUE,Digital Wallet
1953,Salad,In-store,7/21/2023,2,5,TXN_4084548,FALSE,Cash
1954,Cake,In-store,1/30/2023,3,3,TXN_7125945,TRUE,Credit Card
1955,Cookie,Takeaway,06-10-2023,5,1,TXN_6746140,TRUE,Digital Wallet
1956,Smoothie,Takeaway,11/30/2023,1,4,TXN_8103439,TRUE,Cash
1957,hot chocolate,In-store,3/22/2023,3,5,TXN_9474082,FALSE,Digital Wallet
1958,Sandwich,Takeaway,1/27/2023,2,4,TXN_2623927,TRUE,Credit Card
1959,Juice,Takeaway,10/22/2023,4,3.394257204,TXN_8707598,FALSE,Credit Card
1960,hot chocolate,Takeaway,2/18/2023,1,3,TXN_2810554,TRUE,Credit Card
1961,Sandwich,Takeaway,5/24/2023,1,4,TXN_5435751,TRUE,Credit Card
1962,Juice,Takeaway,11/30/2023,4,3,TXN_9991468,FALSE,Credit Card
1963,black forest,In-store,5/23/2023,3,4,TXN_1339457,TRUE,Digital Wallet
1964,Juice,Takeaway,11-07-2023,3,3,TXN_5186460,TRUE,Credit Card
1965,Juice,In-store,04-01-2023,5,3,TXN_8936782,TRUE,Cash
1966,Smoothie,Takeaway,6/24/2023,3,4,TXN_6885561,FALSE,Digital Wallet
1967,Smoothie,Takeaway,10/26/2023,5,4,TXN_4089089,FALSE,Cash
1968,Cake,Takeaway,11/16/2023,5,3,TXN_6304285,FALSE,Digital Wallet
1969,Salad,Takeaway,12/20/2023,4,5,TXN_7792996,FALSE,Cash
1970,Cookie,In-store,6/27/2023,4,1,TXN_3653328,TRUE,Digital Wallet
1971,Cookie,In-Store,8/27/2023,3,1,TXN_3003876,TRUE,Cash
1972,Tea,Takeaway,6/28/2023,2,5,TXN_4015634,TRUE,Cash
1973,Juice,Takeaway,12/22/2023,4,3,TXN_8166394,FALSE,Credit Card
1974,Juice,Takeaway,12-03-2023,4,3,TXN_1270603,FALSE,Credit Card
1975,Smoothie,Takeaway,4/20/2023,3,4,TXN_8837886,TRUE,Cash
1976,Coffee,Takeaway,7/22/2023,3,2,TXN_1437275,TRUE,Credit Card
1977,Smoothie,Takeaway,5/17/2023,3,4,TXN_5791605,FALSE,Cash
1978,Coffee,Takeaway,7/14/2023,1,2,TXN_5836079,FALSE,Digital Wallet
1979,hot chocolate,In-store,6/23/2023,3,2,TXN_2897115,TRUE,Digital Wallet
1980,Salad,Takeaway,6/19/2023,4,5,TXN_8916613,FALSE,Gpay
1981,Tea,Takeaway,1/20/2023,2,5,TXN_9251292,TRUE,Cash
1982,Coffee,Takeaway,12-06-2023,5,2,TXN_9639025,FALSE,Cash
1983,Coffee,Takeaway,01-06-2023,5,2,TXN_7770253,FALSE,Digital Wallet
1984,Cake,In-store,07-06-2023,2,5,TXN_9196116,TRUE,Cash
1985,Coffee,In-Store,8/13/2023,3,2,TXN_5405799,TRUE,Cash
1986,Smoothie,Takeaway,01-05-2023,1,4,TXN_1701500,TRUE,Gpay
1987,Cookie,Takeaway,7/26/2023,5,1,TXN_6669163,FALSE,Credit Card
1988,Cake,In-store,12/21/2023,1,3,TXN_9695128,TRUE,Cash
1989,Tea,In-store,12/25/2023,4,5,TXN_8700156,TRUE,Credit Card
1990,Smoothie,In-Store,2/28/2023,4,4,TXN_7192920,FALSE,Digital Wallet
1991,Juice,In-store,8/21/2023,3,3,TXN_1866816,TRUE,Cash
1992,Coffee,Takeaway,08-12-2023,1,2,TXN_2423762,FALSE,Cash
1993,Salad,Takeaway,1/19/2023,1,5,TXN_4007506,TRUE,Cash
1994,Smoothie,In-store,01-12-2023,2,4,TXN_4371760,TRUE,Cash
1995,Smoothie,In-store,11-10-2023,4,4,TXN_4468830,TRUE,Digital Wallet
1996,Juice,In-store,4/17/2023,2,3,TXN_1908100,TRUE,Cash
1997,Cookie,Takeaway,7/28/2023,2,1,TXN_3892344,FALSE,Cash
1998,Tea,Takeaway,4/29/2023,3,5,TXN_3023841,TRUE,Digital Wallet
1999,Cake,Takeaway,05-08-2023,4,3,TXN_8793244,FALSE,Credit Card
2000,Salad,Takeaway,4/26/2023,3,5,TXN_5764993,FALSE,Gpay
2001,Sandwich,Takeaway,06-04-2023,5,4,TXN_2376525,FALSE,Gpay
2002,Smoothie,In-store,12/27/2023,1,4,TXN_2628941,TRUE,Cash
2003,fresh juice,Takeaway,6/24/2023,3,3,TXN_5206049,TRUE,Digital Wallet
2004,Juice,In-store,1/17/2023,3,3,TXN_5448602,TRUE,Credit Card
2005,Coffee,Takeaway,3/20/2023,1,2,TXN_1346517,FALSE,Digital Wallet
2006,Smoothie,In-store,4/25/2023,2,4,TXN_9277534,TRUE,Credit Card
2007,Cake,Takeaway,4/17/2023,1,5,TXN_4946991,TRUE,Credit Card
2008,Juice,Takeaway,06-10-2023,2,3,TXN_9663098,TRUE,Cash
2009,Salad,Takeaway,5/17/2023,3,5,TXN_2492586,FALSE,Cash
2010,Tea,Takeaway,11/26/2023,5,3,TXN_2450799,FALSE,Gpay
2011,Cake,Takeaway,8/27/2023,5,3,TXN_6145837,FALSE,Digital Wallet
2012,Cookie,In-store,10/13/2023,1,1,TXN_3665727,FALSE,Cash
2013,Sandwich,In-store,8/13/2023,1,4,TXN_5067056,TRUE,Cash
2014,Smoothie,Takeaway,6/24/2023,3,4,TXN_8453110,FALSE,Digital Wallet
2015,Cookie,In-store,06-11-2023,3,1,TXN_4954887,TRUE,Cash
2016,fresh juice,Takeaway,04-05-2023,5,2,TXN_4449173,FALSE,Digital Wallet
2017,hot chocolate,In-Store,11/21/2023,5,4,TXN_6641409,FALSE,Digital Wallet
2018,Salad,Takeaway,07-01-2023,5,5,TXN_6132959,TRUE,Digital Wallet
2019,Smoothie,In-store,11/23/2023,3,4,TXN_8626161,FALSE,Digital Wallet
2020,Salad,Takeaway,1/18/2023,3,5,TXN_7099050,FALSE,Credit Card
2021,Coffee,Takeaway,09-09-2023,1,2,TXN_8938663,FALSE,Digital Wallet
2022,Cookie,Takeaway,4/27/2023,4,1,TXN_5039624,TRUE,Cash
2023,Tea,In-store,12/26/2023,3,5,TXN_9565465,TRUE,Credit Card
2024,Juice,In-store,2/28/2023,4,3,TXN_6301600,FALSE,Digital Wallet
2025,Coffee,In-store,06-04-2023,1,2,TXN_1529904,FALSE,Credit Card
2026,Sandwich,Takeaway,8/27/2023,3,4,TXN_4784128,FALSE,Cash
2027,Sandwich,Takeaway,5/23/2023,5,4,TXN_5807634,FALSE,Digital Wallet
2028,Coffee,In-store,12/22/2023,3,2,TXN_5560205,TRUE,Cash
2029,Juice,Takeaway,10/30/2023,4,5,TXN_2193092,FALSE,Cash
2030,Salad,Takeaway,06-04-2023,3,5,TXN_8191921,FALSE,Digital Wallet
